"id","title","startYear","endYear","abstract"
660426,"Prostate cancer extracellular vesicles as biomarkers for nanomedicine treatment","2015","2018","Prostate cancer (PC) is one of the deadliest types of cancer in males worldwide. Early stage PC is often curable but many patients develop castration-resistant prostate cancer (CRPC), resulting in lethal end-stage disease. Prostate specific antigen (PSA) plasma levels have been traditionally exploited for diagnosis and prognosis. However, the application of PSA as a biomarker is associated with predictability issues. Advanced therapies are required for the treatment of CRPC, guided by a reliable companion diagnostic (CDx) test to monitor therapeutic efficacy. The aim of “PREVENT” is to co-develop a nanomedicine-based combination therapy for the treatment of CRPC and a CDx based on extracellular vesicles (EVs). I will employ tumour-targeted nanomedicines to deliver more drug to the tumour and reduce side effects when compared to free drug. The treatment comprises microfluidics-prepared lipid nanoparticles (LNPs) containing siRNAs that target genes involved in CRPC and LNPs loaded with the cytotoxic anti-cancer agent docetaxel to achieve synergistic therapeutic effects. For the CDx test, extracellular vesicles (EVs) have created excitement as possible biomarker candidates. EVs are released by cells as means of intercellular communication and can be detected in bodily fluids. The number of EVs and their composition is altered in CRPC, raising opportunities to exploit them in a CDx test. As EVs provide a fingerprint of their parental cell, EVs can be considered liquid biopsies, providing more information than standard biomarker measurements, and much less invasive than prostate biopsies. I will collect blood and urine samples during the preclinical evaluation of the proposed treatment for analysis using immunocapture and flow cytometry-based immunodetection platforms. The co-development of a nanomedicine combination treatment for CRPC and a CDx test is a rational strategy that has the potential to advance into clinical evaluation and ultimately improve patient survival."
662155,"An integrated pilot line for micro-fabricated medical devices","2015","2018","The goal of the InForMed project is to establish an integrated pilot line for medical devices. The pilot line includes micro-fabrication, assembly and even the fabrication of smart catheters. The heart of this chain is the micro-fabrication and assembly facility of Philips Innovation Services, which will be qualified for small/medium-scale production of medical devices. The pilot facility will be open to other users for pilot production and product validation. It is the aim of the pilot line: to safeguard and consolidate Europe’s strong position in “traditional” medical diagnostic equipment, to enable emerging markets - especially in smart minimally invasive instruments and point-of-care diagnostic equipment - and to stimulate the development of entirely new markets, by providing an industrial micro-fabrication and assembly facility where new materials can be processed and assembled. The pilot line will be integrated in a complete innovation value chain from technology concept to high-volume production and system qualification. Protocols will be developed to ensure an efficient technology transfer between the different links in the value chain. Six challenging demonstrators products will be realized that address societal challenges in: “Hospital and Heuristic Care” and “Home care and well-being,” and demonstrate the trend towards “Smart Health” solutions."
662338,"Seven Nanometer Technology","2015","2018","The SeNaTe project is the next in a chain of thematically connected ENIAC JU KET pilot line projects which are associated with 450mm/300mm development for the 12nm and 10nm technology nodes. The main objective is the demonstration of the 7nm IC technology integration in line with the industry needs and the ITRS roadmap on real devices in the Advanced Patterning Center at imec using innovative device architecture and comprising demonstration of a lithographic platform for EUV and immersion technology, advanced process and holistic metrology platforms, new materials and mask infrastructure.
A lithography scanner will be developed based on EUV technology to achieve the 7nm module patterning specification. Metrology platforms need to be qualified for N7’s 1D, 2D and 3D geometries with the appropriate precision and accuracy. For the 7nm technology modules a large number of new materials will need to be introduced. The introduction of these new materials brings challenges for all involved processes and the related equipment set. Next to new deposition processes also the interaction of the involved materials with subsequent etch, clean and planarization steps will be studied. Major European stakeholders in EUV mask development will collaboratively work together on a number of key remaining EUV mask issues.
The first two years of the project will be dedicated to find the best options for patterning, device performance, and integration. In the last year a full N7 integration with electrical measurements will be performed to enable the validation of the 7nm process options for a High Volume Manufacturing.
The SeNaTe project relates to the ECSEL work program topic Process technologies – More Moore. It addresses and targets as set out in the MASP at the discovery of new Semiconductor Process, Equipment and Materials solutions for advanced CMOS processes that enable the nano-structuring of electronic devices with 7nm resolution in high-volume manufacturing and fast prototyping."
665566,"Hypatia","2015","2018","Hypatia will bring about lasting change in the way schools, science museums, research institutions and industry engage teenage girls in STEM across Europe. Bringing these stakeholders together with gender experts and teenagers themselves, Hypatia will develop, pilot and disseminate a unique modular toolkit of activities and guidelines for engaging teenagers in STEM in a gender-inclusive way. These innovative activities, based on existing European good practices, will be implemented in 14 EU countries and further afield, in schools, science museums and by institutions in research and industry, thanks to hubs of stakeholders strengthened through the project. The activities will have a central focus on gender-inclusive ways of communicating STEM, empowering teenage girls and exploring the range of skills that are needed for the great variety of STEM studies and careers open to young people. The Hypatia hubs will provide a sustainable basis for these activities to be carried out on the long term, with a focus on dissemination through networks and stakeholder engagement allowing the project impact to multiply."
665926,"Promoting Integrity as an Integral Dimension of Excellence in Research","2015","2018","Research integrity is a growing concern among scientists, research organisations, policy makers, and the public, expressed in a proliferation of ethical codes, guidelines, and procedures. While this proliferation calls for harmonisation and coordination, there is little factual knowledge about the actual processes leading to misconduct or the effectiveness of current integrity policies.

PRINTEGER analyses the incidence and individual, social, and organisational causes and dynamics of misconduct. It also analyses how institutions respond to allegations, specifically in interaction with neighbouring law, the media, complex research organisations, and systemic changes in research. From the perspective of the research work floor, including the daily work of journal editors or research managers, PRINTEGER will analyse how current instruments of integrity policy operate in practice. How do guidelines most contribute to integrity? What other instruments and procedures will promote integrity?

PRINTEGER will provide concrete tools and advice to promote research integrity in Europe through four specific target groups:
• advice on an optimal policy mix and opportunities for harmonisation to research policy makers;
• best practice approaches to foster integrity for research leaders and managers;
• advice on the use of IT tools and organisational measures for research support organisations;
• practice-informed educational tools for ethical training and reflection of early career scientists.

PRINTEGER uses a unique approach that looks at procedures and guidelines, but also analyses how they operate in the context of daily research practice. For this purpose, PRINTEGER gathers not only ethicists, but also very pertinent expertise that has barely informed integrity policy so far: legal studies, scientometrics, and social sciences, such as criminology and media studies; all flanked by intensive stakeholder consultation and dissemination activities to maximise impact."
665926,"Promoting Integrity as an Integral Dimension of Excellence in Research","2015","2018","Research integrity is a growing concern among scientists, research organisations, policy makers, and the public, expressed in a proliferation of ethical codes, guidelines, and procedures. While this proliferation calls for harmonisation and coordination, there is little factual knowledge about the actual processes leading to misconduct or the effectiveness of current integrity policies.

PRINTEGER analyses the incidence and individual, social, and organisational causes and dynamics of misconduct. It also analyses how institutions respond to allegations, specifically in interaction with neighbouring law, the media, complex research organisations, and systemic changes in research. From the perspective of the research work floor, including the daily work of journal editors or research managers, PRINTEGER will analyse how current instruments of integrity policy operate in practice. How do guidelines most contribute to integrity? What other instruments and procedures will promote integrity?

PRINTEGER will provide concrete tools and advice to promote research integrity in Europe through four specific target groups:
• Advice on an optimal policy mix and opportunities for harmonisation to research policy makers;
• Best practice approaches to foster integrity for research leaders and managers;
• Advice on the use of IT tools and organisational measures for research support organisations;
• Practice-informed educational tools for ethical training and reflection of early career scientists.

PRINTEGER uses a unique approach that looks at procedures and guidelines, but also analyses how they operate in the context of daily research practice. For this purpose, PRINTEGER gathers not only ethicists, but also very pertinent expertise that has barely informed integrity policy so far: legal studies, scientometrics, and social sciences, such as criminology and media studies; all flanked by intensive stakeholder consultation and dissemination activities to maximise impact."
666800,"Validation of PreCursor-M for enhanced Cervical (Pre)Cancer detection","2015","2018","With an estimated 528,000 new cases and 266,000 deaths in 2012, cervical cancer (CC) is the fourth most common type of cancer in women, and the seventh overall. CC is preventable with regular screening tests and follow-up, and curable if found and treated early. In many countries, screening programmes for cervical cancer are in place, which have resulted in a marked decrease in cervical cancer incidence. hrHPV DNA testing will replace cytology as primary screening test for CC, but its drawback as stand-alone CC screening test is its low specificity, causing overdiagnosis and overtreatment. Triage of hrHPV\ women is essential to maintain a sustainable screening programme. 
PreCursor-M (Self-screen B.V.) is a proprietary molecular assay to determine disease progression and severity based on the methylation level of 3 host-biomarkers.  Supplementing hrHPV DNA screening with PreCursor-M will provide information on the presence of infection, and the response by the host cells. This will allow identification of all women at risk for cervical cancer without overdiagnosis and overtreatment.
The methylation level of three molecular markers (CADM1, MAL and miR124-2) was shown to increase proportional to cervical cancer progression and severity. In Precursor-M, these markers have been combined in a multiplex methylation marker panel. The markers have been separately validated in clinical settings, and the combined marker panel has been validated in laboratory and small-scale clinical settings. VALID-SCREEN will complete the final step towards commercial success for PreCursor-M: clinical validation of PreCursor-M in well-characterised cohorts, from five clinical centres, in four EU countries, as a triage test to hrHPV screening for cervical cancer."
668970,"PROcesses for Value added fibres by Innovative Deep Eutectic Solvents","2015","2018","The main objective of the PROVIDES project is to develop a radically new, sustainable and techno-economically feasible pulping technology for wood and agro-based lignocellulose raw materials based on deep eutectic solvents (DES), a new class of natural solvents which have the unique ability to dissolve and thus mildly fractionate lignin, hemicellulose and cellulose at low temperature and atmospheric pressure for further processing into high added value materials and chemicals.
The aim is to transfer recent scientific findings in novel lignin dissolving DES to process concept level that can be evaluated against current pulping processes. The technological breakthrough expected through the development of such new DES pulping technology could reduce process energy intensity by at least 40% and investment costs by 50% compared to traditional chemical pulping technology. 
In parallel, the development of efficient novel cellulose-dissolving DES and other DESs to process lignocellulose materials, starting with paper for recycling, is aimed at with focus on sustainability in selecting DES chemical components and technical and economic applicability of the solvent system.
PROVIDES will create both fundamental and industry driven technological knowledge based on lab to bench/pilot scale experimentation, through: mapping and selection of most effective DES families; investigating processes and process technology options, including DES regeneration and recycling, in order to define full industrial processes that would isolate high quality cellulose/fibres, lignin and hemicelluloses; providing products for industrial evaluation; establishing technical data to evaluate industrial feasibility and integration; performing life-cycle oriented assessment of environmental and socio-economic performance; assessing impacts in terms of energy and cost reductions as well as new high added value applications PROVIDES could provide to the pulp and paper industry sector."
671564,"Computing Patterns for High Performance Multiscale Computing","2015","2018","Multiscale phenomena are ubiquitous and they are the key to understanding the complexity of our world. Despite the significant progress achieved through computer simulations over the last decades, we are still limited in our capability to accurately and reliably simulate hierarchies of interacting multiscale physical processes that span a wide range of time and length scales, thus quickly reaching the limits of contemporary high performance computing at the tera- and petascale. Exascale supercomputers promise to lift this limitation, and in this project we will develop multiscale computing algorithms capable of producing high-fidelity scientific results and scalable to exascale computing systems. Our main objective is to develop generic and reusable High Performance Multiscale Computing algorithms that will address the exascale challenges posed by heterogeneous architectures and will enable us to run multiscale applications with extreme data requirements while achieving scalability, robustness, resiliency, and energy efficiency. Our approach is based on generic multiscale computing patterns that allow us to implement customized algorithms to optimise load balancing, data handling, fault tolerance and energy consumption under generic exascale application scenarios. We will realise an experimental execution environment on our pan-European facility, which will be used to measure performance characteristics and develop models that can provide reliable performance predictions for emerging and future exascale architectures. The viability of our approach will be demonstrated by implementing nine grand challenge applications which are exascale-ready and pave the road to unprecedented scientific discoveries. Our ambition is to establish new standards for multiscale computing at exascale, and provision a robust and reliable software technology stack that empowers multiscale modellers to transform computer simulations into predictive science."
674716,"Chemical sniffer device for multi-mode analysis of threat compounds","2015","2017","ChemSniff will develop a multi-mode sniffer device for real-time detection of chemical compounds contained in CBRN-E substances. This will enable high throughput screening of soft targets such as vehicles, people and their personal effects.  

The technology is based on a linear ion trap (LIT) mass spectrometer (MS) operating in a non-scanning mode. A non-scanning LIT allows selective ion monitoring of target threat molecules using optimal voltages for each ion mass without performing a full mass spectral scan. This result is higher sensitivity, simpler control electronics, smaller size, lower power consumption and cost. The limits of detection of LIT-MS instrument are in low parts per billion (ppb) with parts per trillion (ppt) levels achievable with suitable analyte enrichment provided by a pre-concentrator. Once the MS fingerprint of an unknown substance is measured, it can be compared online with a database of known substances enabling real-time rapid identification. 

In 2014 pre-prototype instrument was demonstrated in FP7 Project SNIFFLES. ChemSniff will develop a more compact MS-based than existing instruments on the market with extra capability for rapid scans of solid surfaces using suitable atmospheric ionisation inlet.  Methods for miniaturisation will be applied to all key components including the vacuum system, which is the most robust part. This will be done through improved designs based on results from numerical modelling, operational designs, novel low-cost 3D printing manufacturing, electronics simplification and vacuum system optimisation. 

The final instrument will allow reduced acquisition/operating costs, greater mobility, user friendliness and flexibility. Performance will be benchmarked against a state-of-the-art conventional MS system for in-field analysis The project outcome will be an automated portable MS-based sniffer device, tested and evaluated for a range of security applications and markets by end-users."
674716,"Chemical sniffer device for multi-mode analysis of threat compounds","2015","2018","ChemSniff will develop a multi-mode sniffer device for real-time detection of chemical compounds contained in CBRN-E substances. This will enable high throughput screening of soft targets such as vehicles, people and their personal effects.  

The technology is based on a linear ion trap (LIT) mass spectrometer (MS) operating in a non-scanning mode. A non-scanning LIT allows selective ion monitoring of target threat molecules using optimal voltages for each ion mass without performing a full mass spectral scan. This result is higher sensitivity, simpler control electronics, smaller size, lower power consumption and cost. The limits of detection of LIT-MS instrument are in low parts per billion (ppb) with parts per trillion (ppt) levels achievable with suitable analyte enrichment provided by a pre-concentrator. Once the MS fingerprint of an unknown substance is measured, it can be compared online with a database of known substances enabling real-time rapid identification. 

In 2014 pre-prototype instrument was demonstrated in FP7 Project SNIFFLES. ChemSniff will develop a more compact MS-based than existing instruments on the market with extra capability for rapid scans of solid surfaces using suitable atmospheric ionisation inlet.  Methods for miniaturisation will be applied to all key components including the vacuum system, which is the most robust part. This will be done through improved designs based on results from numerical modelling, operational designs, novel low-cost 3D printing manufacturing, electronics simplification and vacuum system optimisation. 

The final instrument will allow reduced acquisition/operating costs, greater mobility, user friendliness and flexibility. Performance will be benchmarked against a state-of-the-art conventional MS system for in-field analysis The project outcome will be an automated portable MS-based sniffer device, tested and evaluated for a range of security applications and markets by end-users."
674744,"A Mile Of Runway","2015","2017","Unlocking the true potential of general aviation (GA) requires a significant increase in safety measures. Today, pilots of small aircraft often rely on Visual Flight Rules operations (VFR) to detect and avoid obstacles in the air and on the ground. To operate under Instrument Flight Rules, pilots require special equipment and additional licenses. They must also fly in controlled airspace.These extra requirements are not always feasible for many pilots.

In the past five years alone, there have been more than 7,064 GA accidents, resulting in 2,189 fatalities, most often while using VFR. The AMOR project aims to add a powerful level of safety to GA. As a stand-alone, affordable Electronic Detection and Avoid (ED&A) system, AMOR can potentially help pilots avoid 80% of accidents that occur under the current VFR system.  

ED&A provides small aircraft with “electronic eyes”. This allows for collision avoidance that reaches far beyond human visibility. It supports and enhances the safety and efficacy of VFR. What’s more, this safety-added system will unlock the true business potential of GA, allowing for an entirely new market of local small aircraft transport, without the need for additional infrastructure. Small aircraft pilots can simply use the more than 2,750 runways already in operation in Europe. While large civil aircraft are able to utilise Air Traffic Control, small aircraft pilots are often left to their own judgment to operate safely. AMOR will increase their safety by a factor of 5, and, as a stand-alone system, will not interfere with current civil aircraft operations.

The successful completion of AMOR will offer a fully operational ED&A set-up that can be demonstrated to the industry. Within five years, AMOR aims to have supplied approx.0.5% of the current GA market (300k aircraft) with an affordable, independent system at a market price of €20k. The system will be distributed through tier 1 and tier 2 co-developers who are already engaged in the project."
